Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port
1745876573.276012,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876574.01208,192.168.12.167,3.17.45.182,TCP,59848,443
1745876574.012407,192.168.12.167,3.17.45.182,TCP,59852,443
1745876574.103402,3.17.45.182,192.168.12.167,TCP,443,59848
1745876574.103402,3.17.45.182,192.168.12.167,TCP,443,59852
1745876574.149614,192.168.12.167,3.17.45.182,TCP,59852,443
1745876574.149621,192.168.12.167,3.17.45.182,TCP,59848,443
1745876574.197621,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876574.81229,192.168.12.212,224.0.0.251,UDP,5353,5353
1745876575.016876,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876575.120433,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876575.221607,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876575.426907,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876575.734115,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876575.938479,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876575.940681,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876576.04181,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876576.245977,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876576.246067,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876576.383427,65.52.241.40,192.168.12.167,TCP,443,61988
1745876576.383427,65.52.241.40,192.168.12.167,TCP,443,61988
1745876576.383427,65.52.241.40,192.168.12.167,TCP,443,61988
1745876576.383723,192.168.12.167,65.52.241.40,TCP,61988,443
1745876576.383832,192.168.12.167,65.52.241.40,TCP,61988,443
1745876576.384044,192.168.12.167,65.52.241.40,TCP,61988,443
1745876576.455579,65.52.241.40,192.168.12.167,TCP,443,61988
1745876576.518555,192.168.12.167,18.214.173.230,TCP,61989,443
1745876576.534584,192.168.12.167,18.214.173.230,TCP,61990,443
1745876576.567269,18.214.173.230,192.168.12.167,TCP,443,61989
1745876576.575171,18.214.173.230,192.168.12.167,TCP,443,61990
1745876577.167279,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876577.271009,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876577.316255,192.168.12.167,51.105.71.136,TCP,50063,443
1745876577.316709,192.168.12.167,51.105.71.136,TCP,50063,443
1745876577.316709,192.168.12.167,51.105.71.136,TCP,50063,443
1745876577.316709,192.168.12.167,51.105.71.136,TCP,50063,443
1745876577.316709,192.168.12.167,51.105.71.136,TCP,50063,443
1745876577.442126,192.168.12.167,15.156.30.95,TCP,61608,443
1745876577.479837,51.105.71.136,192.168.12.167,TCP,443,50063
1745876577.479837,51.105.71.136,192.168.12.167,TCP,443,50063
1745876577.479837,51.105.71.136,192.168.12.167,TCP,443,50063
1745876577.479837,51.105.71.136,192.168.12.167,TCP,443,50063
1745876577.480142,192.168.12.167,51.105.71.136,TCP,50063,443
1745876577.480248,192.168.12.167,51.105.71.136,TCP,50063,443
1745876577.498803,15.156.30.95,192.168.12.167,TCP,443,61608
1745876577.986968,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876578.191631,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876579.02233,192.168.12.167,192.168.12.1,TCP,50079,53
1745876579.022552,192.168.12.167,192.168.12.1,TCP,50080,53
1745876579.022741,192.168.12.167,192.168.12.1,TCP,50081,53
1745876579.0287,192.168.12.1,192.168.12.167,TCP,53,50080
1745876579.0287,192.168.12.1,192.168.12.167,TCP,53,50079
1745876579.0287,192.168.12.1,192.168.12.167,TCP,53,50081
1745876579.028943,192.168.12.167,192.168.12.1,TCP,50080,53
1745876579.028973,192.168.12.167,192.168.12.1,TCP,50079,53
1745876579.028988,192.168.12.167,192.168.12.1,TCP,50081,53
1745876579.029076,192.168.12.167,192.168.12.1,TCP,50080,53
1745876579.02914,192.168.12.167,192.168.12.1,TCP,50080,53
1745876579.029233,192.168.12.167,192.168.12.1,TCP,50079,53
1745876579.029274,192.168.12.167,192.168.12.1,TCP,50079,53
1745876579.029351,192.168.12.167,192.168.12.1,TCP,50081,53
1745876579.029407,192.168.12.167,192.168.12.1,TCP,50081,53
1745876579.034953,192.168.12.1,192.168.12.167,TCP,53,50080
1745876579.034953,192.168.12.1,192.168.12.167,TCP,53,50079
1745876579.034953,192.168.12.1,192.168.12.167,TCP,53,50079
1745876579.034953,192.168.12.1,192.168.12.167,TCP,53,50081
1745876579.034953,192.168.12.1,192.168.12.167,TCP,53,50080
1745876579.034953,192.168.12.1,192.168.12.167,TCP,53,50081
1745876579.034953,192.168.12.1,192.168.12.167,TCP,53,50080
1745876579.035382,192.168.12.167,192.168.12.1,TCP,50080,53
1745876579.040821,192.168.12.1,192.168.12.167,TCP,53,50080
1745876579.040897,192.168.12.167,192.168.12.1,TCP,50080,53
1745876579.042353,192.168.12.1,192.168.12.167,TCP,53,50079
1745876579.042647,192.168.12.167,192.168.12.1,TCP,50079,53
1745876579.047332,192.168.12.1,192.168.12.167,TCP,53,50079
1745876579.047397,192.168.12.167,192.168.12.1,TCP,50079,53
1745876579.062533,192.168.12.167,192.168.12.1,TCP,50081,53
1745876579.112947,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876579.11333,192.168.12.1,192.168.12.167,TCP,53,50081
1745876579.11333,192.168.12.1,192.168.12.167,TCP,53,50081
1745876579.113469,192.168.12.167,192.168.12.1,TCP,50081,53
1745876579.215735,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876579.215788,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876580.239322,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876582.347588,192.168.12.167,192.168.12.1,TCP,50082,53
1745876582.347842,192.168.12.167,192.168.12.1,TCP,50083,53
1745876582.348029,192.168.12.167,192.168.12.1,TCP,50084,53
1745876582.348377,192.168.12.167,15.156.30.95,TCP,61608,443
1745876582.348503,192.168.12.167,15.156.30.95,TCP,61608,443
1745876582.526327,192.168.12.1,192.168.12.167,TCP,53,50083
1745876582.526327,192.168.12.1,192.168.12.167,TCP,53,50084
1745876582.526327,192.168.12.1,192.168.12.167,TCP,53,50082
1745876582.52665,192.168.12.167,192.168.12.1,TCP,50083,53
1745876582.526687,192.168.12.167,192.168.12.1,TCP,50084,53
1745876582.526702,192.168.12.167,192.168.12.1,TCP,50082,53
1745876582.526912,192.168.12.167,192.168.12.1,TCP,50084,53
1745876582.52704,192.168.12.167,192.168.12.1,TCP,50084,53
1745876582.527283,192.168.12.167,192.168.12.1,TCP,50083,53
1745876582.527382,192.168.12.167,192.168.12.1,TCP,50083,53
1745876582.527569,192.168.12.167,192.168.12.1,TCP,50082,53
1745876582.527687,192.168.12.167,192.168.12.1,TCP,50082,53
1745876582.532746,192.168.12.1,192.168.12.167,TCP,53,50084
1745876582.532746,192.168.12.1,192.168.12.167,TCP,53,50084
1745876582.532746,192.168.12.1,192.168.12.167,TCP,53,50082
1745876582.532746,192.168.12.1,192.168.12.167,TCP,53,50083
1745876582.532746,192.168.12.1,192.168.12.167,TCP,53,50083
1745876582.532746,192.168.12.1,192.168.12.167,TCP,53,50082
1745876582.56103,192.168.12.1,192.168.12.167,TCP,53,50083
1745876582.561402,192.168.12.167,192.168.12.1,TCP,50083,53
1745876582.566991,192.168.12.1,192.168.12.167,TCP,53,50083
1745876582.567101,192.168.12.167,192.168.12.1,TCP,50083,53
1745876582.648961,192.168.12.167,15.156.30.95,TCP,61608,443
1745876582.852656,15.156.30.95,192.168.12.167,TCP,443,61608
1745876582.852656,15.156.30.95,192.168.12.167,TCP,443,61608
1745876582.852656,15.156.30.95,192.168.12.167,TCP,443,61608
1745876582.852656,15.156.30.95,192.168.12.167,TCP,443,61608
1745876582.852656,192.168.12.1,192.168.12.167,TCP,53,50084
1745876582.852656,192.168.12.1,192.168.12.167,TCP,53,50082
1745876582.852656,15.156.30.95,192.168.12.167,TCP,443,61608
1745876582.852656,192.168.12.1,192.168.12.167,TCP,53,50084
1745876582.853216,192.168.12.167,192.168.12.1,TCP,50084,53
1745876582.853251,192.168.12.167,15.156.30.95,TCP,61608,443
1745876582.853291,192.168.12.167,15.156.30.95,TCP,61608,443
1745876582.853688,192.168.12.167,192.168.12.1,TCP,50084,53
1745876582.853975,192.168.12.167,192.168.12.1,TCP,50082,53
1745876582.85453,192.168.12.167,15.156.30.95,TCP,61608,443
1745876582.860209,192.168.12.1,192.168.12.167,TCP,53,50082
1745876582.860209,192.168.12.1,192.168.12.167,TCP,53,50084
1745876582.86031,192.168.12.167,192.168.12.1,TCP,50082,53
1745876582.86038,192.168.12.167,192.168.12.1,TCP,50084,53
1745876582.90841,15.156.30.95,192.168.12.167,TCP,443,61608
1745876583.016719,192.168.12.167,3.17.45.182,TCP,59804,443
1745876583.163518,192.168.12.167,15.156.30.95,TCP,61608,443
1745876583.181938,15.156.30.95,192.168.12.167,TCP,443,61608
1745876583.208575,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876583.222694,3.17.45.182,192.168.12.167,TCP,443,59804
1745876583.235193,15.156.30.95,192.168.12.167,TCP,443,61608
1745876583.267225,192.168.12.167,3.17.45.182,TCP,59804,443
1745876583.535985,3.17.45.182,192.168.12.167,TCP,443,59804
1745876583.5362,192.168.12.167,3.17.45.182,TCP,59804,443
1745876584.013193,192.168.12.167,3.17.45.182,TCP,59848,443
1745876584.013741,192.168.12.167,3.17.45.182,TCP,59852,443
1745876584.071265,3.17.45.182,192.168.12.167,TCP,443,59848
1745876584.071265,3.17.45.182,192.168.12.167,TCP,443,59852
1745876584.115524,192.168.12.167,3.17.45.182,TCP,59852,443
1745876584.115529,192.168.12.167,3.17.45.182,TCP,59848,443
1745876584.233056,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876585.257046,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876585.295688,140.82.113.25,192.168.12.167,TCP,443,61712
1745876585.29617,192.168.12.167,140.82.113.25,TCP,61712,443
1745876585.337166,140.82.113.25,192.168.12.167,TCP,443,61712
1745876585.800368,192.168.12.167,134.224.240.221,TCP,59812,443
1745876585.914582,134.224.240.221,192.168.12.167,TCP,443,59812
1745876586.178718,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876586.335686,140.82.113.25,192.168.12.167,TCP,443,61712
1745876586.335686,140.82.113.25,192.168.12.167,TCP,443,61712
1745876586.335983,192.168.12.167,140.82.113.25,TCP,61712,443
1745876586.336095,192.168.12.167,140.82.113.25,TCP,61712,443
1745876586.378586,140.82.113.25,192.168.12.167,TCP,443,61712
1745876586.45028,192.168.12.167,192.168.12.1,TCP,50085,53
1745876586.450718,192.168.12.167,192.168.12.1,TCP,50086,53
1745876586.451087,192.168.12.167,192.168.12.1,TCP,50087,53
1745876586.456241,192.168.12.1,192.168.12.167,TCP,53,50085
1745876586.456398,192.168.12.167,192.168.12.1,TCP,50085,53
1745876586.456638,192.168.12.167,192.168.12.1,TCP,50085,53
1745876586.456717,192.168.12.167,192.168.12.1,TCP,50085,53
1745876586.457691,192.168.12.1,192.168.12.167,TCP,53,50086
1745876586.457691,192.168.12.1,192.168.12.167,TCP,53,50087
1745876586.457837,192.168.12.167,192.168.12.1,TCP,50086,53
1745876586.457885,192.168.12.167,192.168.12.1,TCP,50087,53
1745876586.457952,192.168.12.167,192.168.12.1,TCP,50086,53
1745876586.457993,192.168.12.167,192.168.12.1,TCP,50086,53
1745876586.458062,192.168.12.167,192.168.12.1,TCP,50087,53
1745876586.458094,192.168.12.167,192.168.12.1,TCP,50087,53
1745876586.463907,192.168.12.1,192.168.12.167,TCP,53,50085
1745876586.463907,192.168.12.1,192.168.12.167,TCP,53,50085
1745876586.463907,192.168.12.1,192.168.12.167,TCP,53,50086
1745876586.463907,192.168.12.1,192.168.12.167,TCP,53,50086
1745876586.463907,192.168.12.1,192.168.12.167,TCP,53,50087
1745876586.463907,192.168.12.1,192.168.12.167,TCP,53,50087
1745876586.501039,192.168.12.1,192.168.12.167,TCP,53,50085
1745876586.501388,192.168.12.167,192.168.12.1,TCP,50085,53
1745876586.509623,192.168.12.1,192.168.12.167,TCP,53,50085
1745876586.509735,192.168.12.167,192.168.12.1,TCP,50085,53
1745876586.536079,192.168.12.1,192.168.12.167,TCP,53,50086
1745876586.536444,192.168.12.167,192.168.12.1,TCP,50086,53
1745876586.541721,192.168.12.1,192.168.12.167,TCP,53,50086
1745876586.541821,192.168.12.167,192.168.12.1,TCP,50086,53
1745876586.562459,192.168.12.167,192.168.12.1,TCP,50087,53
1745876586.563021,192.168.12.167,140.82.113.26,TCP,50088,443
1745876586.571426,192.168.12.1,192.168.12.167,TCP,53,50087
1745876586.571426,192.168.12.1,192.168.12.167,TCP,53,50087
1745876586.571555,192.168.12.167,192.168.12.1,TCP,50087,53
1745876586.607298,140.82.113.26,192.168.12.167,TCP,443,50088
1745876586.607601,192.168.12.167,140.82.113.26,TCP,50088,443
1745876586.608416,192.168.12.167,140.82.113.26,TCP,50088,443
1745876586.608416,192.168.12.167,140.82.113.26,TCP,50088,443
1745876586.656405,140.82.113.26,192.168.12.167,TCP,443,50088
1745876586.658475,140.82.113.26,192.168.12.167,TCP,443,50088
1745876586.658475,140.82.113.26,192.168.12.167,TCP,443,50088
1745876586.658475,140.82.113.26,192.168.12.167,TCP,443,50088
1745876586.658743,192.168.12.167,140.82.113.26,TCP,50088,443
1745876586.659649,192.168.12.167,140.82.113.26,TCP,50088,443
1745876586.660121,192.168.12.167,140.82.113.26,TCP,50088,443
1745876586.713518,140.82.113.26,192.168.12.167,TCP,443,50088
1745876586.713518,140.82.113.26,192.168.12.167,TCP,443,50088
1745876586.713518,140.82.113.26,192.168.12.167,TCP,443,50088
1745876586.713518,140.82.113.26,192.168.12.167,TCP,443,50088
1745876586.713819,192.168.12.167,140.82.113.26,TCP,50088,443
1745876586.713917,192.168.12.167,140.82.113.26,TCP,50088,443
1745876586.715192,192.168.12.167,140.82.113.26,TCP,50088,443
1745876586.805931,140.82.113.26,192.168.12.167,TCP,443,50088
1745876586.916748,192.168.12.167,134.224.240.221,TCP,59812,443
1745876586.967714,134.224.240.221,192.168.12.167,TCP,443,59812
1745876586.967714,134.224.240.221,192.168.12.167,TCP,443,59812
1745876587.012636,192.168.12.167,134.224.240.221,TCP,59812,443
1745876587.202824,192.168.12.212,230.0.0.1,UDP,51975,6666
1745876587.483763,192.168.12.167,51.105.71.136,TCP,50063,443
1745876587.484048,192.168.12.167,51.105.71.136,TCP,50063,443
1745876587.484048,192.168.12.167,51.105.71.136,TCP,50063,443
1745876587.484048,192.168.12.167,51.105.71.136,TCP,50063,443
1745876587.484048,192.168.12.167,51.105.71.136,TCP,50063,443
1745876587.626472,51.105.71.136,192.168.12.167,TCP,443,50063
1745876587.626472,51.105.71.136,192.168.12.167,TCP,443,50063
1745876587.626805,192.168.12.167,51.105.71.136,TCP,50063,443
1745876587.631725,51.105.71.136,192.168.12.167,TCP,443,50063
1745876587.638392,51.105.71.136,192.168.12.167,TCP,443,50063
1745876587.638662,192.168.12.167,51.105.71.136,TCP,50063,443
1745876587.758311,140.82.113.26,192.168.12.167,TCP,443,50088
1745876587.758311,140.82.113.26,192.168.12.167,TCP,443,50088
1745876587.758596,192.168.12.167,140.82.113.26,TCP,50088,443
1745876587.758809,192.168.12.167,140.82.113.26,TCP,50088,443
1745876587.765894,192.168.12.167,192.168.12.1,TCP,50089,53
1745876587.766178,192.168.12.167,192.168.12.1,TCP,50090,53
1745876587.766421,192.168.12.167,192.168.12.1,TCP,50091,53
1745876587.771271,192.168.12.1,192.168.12.167,TCP,53,50089
1745876587.771271,192.168.12.1,192.168.12.167,TCP,53,50090
1745876587.771271,192.168.12.1,192.168.12.167,TCP,53,50091
1745876587.771506,192.168.12.167,192.168.12.1,TCP,50089,53
1745876587.771546,192.168.12.167,192.168.12.1,TCP,50090,53
1745876587.771565,192.168.12.167,192.168.12.1,TCP,50091,53
1745876587.771604,192.168.12.167,192.168.12.1,TCP,50089,53
1745876587.771653,192.168.12.167,192.168.12.1,TCP,50089,53
1745876587.771737,192.168.12.167,192.168.12.1,TCP,50090,53
1745876587.771773,192.168.12.167,192.168.12.1,TCP,50090,53
1745876587.771836,192.168.12.167,192.168.12.1,TCP,50091,53
1745876587.771871,192.168.12.167,192.168.12.1,TCP,50091,53
1745876587.781488,192.168.12.1,192.168.12.167,TCP,53,50090
1745876587.781488,192.168.12.1,192.168.12.167,TCP,53,50091
1745876587.781488,192.168.12.1,192.168.12.167,TCP,53,50091
1745876587.781488,192.168.12.1,192.168.12.167,TCP,53,50089
1745876587.781488,192.168.12.1,192.168.12.167,TCP,53,50090
1745876587.781488,192.168.12.1,192.168.12.167,TCP,53,50089
1745876587.805828,140.82.113.26,192.168.12.167,TCP,443,50088
1745876587.812987,192.168.12.1,192.168.12.167,TCP,53,50089
1745876587.813247,192.168.12.167,192.168.12.1,TCP,50089,53
1745876587.818914,192.168.12.1,192.168.12.167,TCP,53,50089
1745876587.819005,192.168.12.167,192.168.12.1,TCP,50089,53
1745876587.847073,192.168.12.1,192.168.12.167,TCP,53,50090
1745876587.847474,192.168.12.167,192.168.12.1,TCP,50090,53
1745876587.851894,192.168.12.1,192.168.12.167,TCP,53,50090
1745876587.852015,192.168.12.167,192.168.12.1,TCP,50090,53
1745876587.867305,192.168.12.167,192.168.12.1,TCP,50091,53
1745876587.868064,192.168.12.167,140.82.113.4,TCP,50092,443
1745876587.886784,192.168.12.1,192.168.12.167,TCP,53,50091
1745876587.886784,192.168.12.1,192.168.12.167,TCP,53,50091
1745876587.886906,192.168.12.167,192.168.12.1,TCP,50091,53
1745876587.916576,140.82.113.4,192.168.12.167,TCP,443,50092
1745876587.916885,192.168.12.167,140.82.113.4,TCP,50092,443
1745876587.917682,192.168.12.167,140.82.113.4,TCP,50092,443
1745876587.917682,192.168.12.167,140.82.113.4,TCP,50092,443
1745876587.96724,140.82.113.4,192.168.12.167,TCP,443,50092
1745876587.96724,140.82.113.4,192.168.12.167,TCP,443,50092
1745876587.96724,140.82.113.4,192.168.12.167,TCP,443,50092
1745876587.96724,140.82.113.4,192.168.12.167,TCP,443,50092
1745876587.967567,192.168.12.167,140.82.113.4,TCP,50092,443
1745876587.971769,192.168.12.167,140.82.113.4,TCP,50092,443
1745876587.972166,192.168.12.167,140.82.113.4,TCP,50092,443
1745876587.97244,192.168.12.167,140.82.113.4,TCP,50092,443
1745876587.97244,192.168.12.167,140.82.113.4,TCP,50092,443
1745876588.010568,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.010568,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.010568,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.01085,192.168.12.167,140.82.113.4,TCP,50092,443
1745876588.011249,192.168.12.167,140.82.113.4,TCP,50092,443
1745876588.012658,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.039165,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.039165,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.039165,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.039165,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.03943,192.168.12.167,140.82.113.4,TCP,50092,443
1745876588.03951,192.168.12.167,140.82.113.4,TCP,50092,443
1745876588.039556,192.168.12.167,140.82.113.4,TCP,50092,443
1745876588.039594,192.168.12.167,140.82.113.4,TCP,50092,443
1745876588.051733,192.168.12.167,140.82.113.4,TCP,50092,443
1745876588.123891,192.168.12.116,224.0.0.251,UDP,5353,5353
1745876588.124151,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.124151,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.124151,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.124151,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.12443,192.168.12.167,140.82.113.4,TCP,50092,443
1745876588.125846,140.82.113.4,192.168.12.167,TCP,443,50092
1745876588.12599,192.168.12.167,140.82.113.4,TCP,50092,443
1745876588.133122,192.168.12.167,140.82.113.26,TCP,50093,443
1745876588.180465,140.82.113.26,192.168.12.167,TCP,443,50093
1745876588.180662,192.168.12.167,140.82.113.26,TCP,50093,443
1745876588.181736,192.168.12.167,140.82.113.26,TCP,50093,443
1745876588.181736,192.168.12.167,140.82.113.26,TCP,50093,443
1745876588.231102,140.82.113.26,192.168.12.167,TCP,443,50093
1745876588.231102,140.82.113.26,192.168.12.167,TCP,443,50093
